hour,day_of_week,location,latitude,longitude,vehicle_count,avg_speed_kmph,weather,is_holiday,congestion_level,datetime,month,is_weekend,is_rush_hour,weather_encoded
14,5,Devendra Nagar,21.24423995055684,81.62386450739433,175,26.7,Clear,0,1,2023-03-11 14:11:00,3,1,0,0
8,4,Fafadih,21.2336861449466,81.65977129716394,1135,6.6,Clear,0,2,2023-07-14 08:48:00,7,0,1,0
20,1,Fafadih,21.23683154902229,81.66214766584181,241,48.9,Cloudy,0,0,2023-04-25 20:04:00,4,0,0,1
4,2,Pandri,21.249017393005595,81.63091310721727,329,36.3,Clear,0,0,2023-11-15 04:15:00,11,0,0,0
8,0,Mowa,21.276950636659542,81.64387416920749,1038,12.0,Rainy,0,1,2023-12-25 08:49:00,12,0,1,2
3,4,Telibandha,21.24121719115801,81.6484586353633,226,56.8,Clear,0,0,2023-06-09 03:37:00,6,0,0,0
22,6,Devendra Nagar,21.247526752258487,81.62422556185388,193,25.0,Foggy,0,0,2023-07-23 22:12:00,7,1,0,3
21,6,Ring Road No 1,21.26504412031999,81.65499358596531,226,50.8,Clear,1,0,2023-06-04 21:38:00,6,1,0,0
21,1,Katora Talab,21.236209223767997,81.63299252767129,270,37.8,Clear,0,0,2023-08-08 21:23:00,8,0,0,0
13,4,Mowa,21.27712097114075,81.64066837943008,670,46.8,Clear,0,0,2023-02-24 13:23:00,2,0,0,0
19,4,Jail Road,21.22964579658117,81.64078230394963,1351,8.6,Foggy,0,2,2023-05-19 19:51:00,5,0,1,3
2,5,Fafadih,21.23365338159866,81.66285436649807,462,26.0,Clear,0,1,2023-05-06 02:17:00,5,1,0,0
0,3,Devendra Nagar,21.245626003783755,81.62630706815432,532,23.2,Clear,0,1,2023-06-22 00:31:00,6,0,0,0
19,2,Fafadih,21.232570686333524,81.66664033833317,867,15.3,Clear,0,1,2023-05-24 19:44:00,5,0,1,0
17,4,Devendra Nagar,21.24685133469553,81.62168568488717,802,17.9,Clear,0,1,2023-09-08 17:48:00,9,0,1,0
7,2,Shankar Nagar,21.24135821500388,81.64306494483048,808,16.6,Clear,0,1,2023-05-31 07:25:00,5,0,1,0
10,0,Devendra Nagar,21.245153074429343,81.62482800098819,664,27.2,Clear,0,1,2023-10-09 10:22:00,10,0,0,0
3,6,Tikrapara,21.26104647524915,81.61855434217469,523,40.5,Rainy,0,0,2023-06-11 03:47:00,6,1,0,2
8,1,Ring Road No 1,21.261706412563864,81.64817030555064,1326,14.8,Foggy,0,1,2023-09-05 08:46:00,9,0,1,3
9,6,Fafadih,21.232206970095863,81.66291279758865,939,5.9,Clear,0,2,2023-04-02 09:00:00,4,1,1,0
15,3,Telibandha,21.239328187488265,81.64760852244257,212,40.8,Clear,0,0,2023-11-23 15:06:00,11,0,0,0
8,4,Telibandha,21.239246361851706,81.65087063475946,1240,6.3,Clear,0,2,2023-01-27 08:55:00,1,0,1,0
4,5,Jail Road,21.2280322851276,81.6404074502119,543,57.7,Clear,0,0,2023-01-28 04:09:00,1,1,0,0
19,2,Katora Talab,21.23681641743689,81.63221405940435,775,12.6,Cloudy,0,2,2023-08-02 19:38:00,8,0,1,1
9,1,GE Road,21.251915574720694,81.65002156905274,469,19.8,Cloudy,0,1,2023-08-08 09:36:00,8,0,1,1
21,1,Tikrapara,21.26226610248635,81.62080760410407,360,25.8,Clear,0,1,2023-05-16 21:05:00,5,0,0,0
22,5,Devendra Nagar,21.242844661264087,81.62152434992018,476,28.1,Clear,0,1,2023-08-19 22:38:00,8,1,0,0
2,0,Ring Road No 1,21.264430070534416,81.65222757190183,439,39.6,Rainy,0,0,2023-08-21 02:43:00,8,0,0,2
13,2,Jail Road,21.23083009537261,81.64780546298131,757,25.1,Clear,0,1,2023-04-12 13:07:00,4,0,0,0
1,0,Telibandha,21.240041781021382,81.65237113128036,514,25.1,Foggy,0,0,2023-02-06 01:10:00,2,0,0,3
14,6,Mowa,21.280808003526985,81.64360278250261,357,46.5,Cloudy,0,0,2023-03-05 14:44:00,3,1,0,1
2,6,Mowa,21.27826946151072,81.64381793844099,168,38.5,Rainy,0,0,2023-08-13 02:38:00,8,1,0,2
7,3,Pandri,21.249854349570924,81.62912636278652,1420,3.8,Rainy,0,2,2023-02-16 07:43:00,2,0,1,2
5,5,GE Road,21.250229272904345,81.64906374827876,511,44.3,Cloudy,0,0,2023-01-21 05:30:00,1,1,0,1
20,5,GE Road,21.255829317133347,81.64516546961481,492,58.6,Clear,0,0,2023-08-12 20:52:00,8,1,0,0
3,6,Fafadih,21.23447252038075,81.65797456825761,254,20.9,Rainy,0,1,2023-12-10 03:54:00,12,1,0,2
1,0,Devendra Nagar,21.24465613626842,81.62557790119394,290,29.2,Clear,0,1,2023-10-09 01:29:00,10,0,0,0
0,3,Devendra Nagar,21.24572856003819,81.62124451044414,755,35.8,Clear,0,0,2023-09-21 00:42:00,9,0,0,0
20,2,GE Road,21.24976939258148,81.65025919549787,252,24.2,Clear,0,1,2023-09-13 20:28:00,9,0,0,0
15,6,Mowa,21.277439266736565,81.64273291717917,160,41.2,Rainy,0,0,2023-12-24 15:07:00,12,1,0,2
17,4,Telibandha,21.238991143679808,81.64879679930478,1377,5.7,Foggy,0,2,2023-06-09 17:00:00,6,0,1,3
4,1,Shankar Nagar,21.247787888178653,81.64336783804464,498,37.9,Clear,0,0,2023-11-28 04:31:00,11,0,0,0
14,4,Mowa,21.274849714826686,81.64267290862955,348,32.3,Cloudy,0,0,2023-05-05 14:35:00,5,0,0,1
8,6,Telibandha,21.237576427070465,81.6518048666696,786,20.8,Clear,1,1,2023-02-05 08:49:00,2,1,1,0
18,4,Ring Road No 1,21.261814958523136,81.65097052711707,1261,13.9,Clear,0,2,2023-06-02 18:37:00,6,0,1,0
14,3,Katora Talab,21.23770997455796,81.63623151038834,529,54.1,Cloudy,0,0,2023-07-13 14:59:00,7,0,0,1
13,6,Devendra Nagar,21.243199407185887,81.62273099752832,367,34.0,Rainy,0,0,2023-04-30 13:02:00,4,1,0,2
20,2,Devendra Nagar,21.24465010937768,81.62209334153485,707,58.4,Clear,0,0,2023-12-06 20:09:00,12,0,0,0
14,1,Fafadih,21.236630908480564,81.66200996342191,738,56.0,Clear,0,0,2023-02-21 14:06:00,2,0,0,0
2,1,Jail Road,21.22727823209133,81.64193572389411,471,21.2,Rainy,0,0,2023-03-21 02:30:00,3,0,0,2
17,1,Fafadih,21.237344312394026,81.6632649305211,943,22.7,Clear,0,1,2023-12-12 17:24:00,12,0,1,0
7,6,GE Road,21.24816126006809,81.64793153185427,622,19.9,Clear,0,1,2023-02-05 07:40:00,2,1,1,0
3,2,Jail Road,21.232333822298376,81.63868466106877,370,46.2,Cloudy,1,0,2023-12-27 03:28:00,12,0,0,1
11,2,Pandri,21.25228763885629,81.63114926810685,641,21.6,Clear,0,1,2023-05-31 11:23:00,5,0,0,0
5,2,Telibandha,21.237046139056844,81.64998094928787,591,42.9,Clear,0,0,2023-03-29 05:05:00,3,0,0,0
14,5,Telibandha,21.232417465319863,81.64805122471732,322,25.0,Rainy,0,0,2023-04-29 14:40:00,4,1,0,2
21,6,Mowa,21.278394863697216,81.63980443363607,252,18.3,Cloudy,0,1,2023-05-28 21:34:00,5,1,0,1
13,4,Amanaka,21.273264822607864,81.63213971724409,456,35.6,Clear,0,0,2023-11-24 13:44:00,11,0,0,0
7,4,Mowa,21.278019911026608,81.64256148115457,1413,7.6,Rainy,1,2,2023-02-24 07:24:00,2,0,1,2
8,5,Jail Road,21.232682546578133,81.63722827569765,981,20.6,Cloudy,0,1,2023-07-22 08:00:00,7,1,1,1
9,1,Ring Road No 1,21.26572632750431,81.65122046612204,783,8.4,Rainy,0,2,2023-09-12 09:49:00,9,0,1,2
21,0,Jail Road,21.227836982697905,81.64102420694853,340,43.3,Cloudy,0,0,2023-12-04 21:53:00,12,0,0,1
1,0,Amanaka,21.270398119391142,81.63379956624568,573,48.0,Clear,0,0,2023-08-14 01:37:00,8,0,0,0
5,1,Ring Road No 1,21.26353960416998,81.65042937280629,335,30.2,Foggy,0,0,2023-08-01 05:12:00,8,0,0,3
5,5,Katora Talab,21.236927034690503,81.63582426134904,485,58.5,Clear,0,0,2023-05-20 05:16:00,5,1,0,0
2,0,Shankar Nagar,21.24667203363229,81.63962436900235,431,37.6,Rainy,0,0,2023-08-28 02:09:00,8,0,0,2
2,4,Katora Talab,21.240966066749312,81.63059582440096,604,15.6,Clear,0,1,2023-07-07 02:50:00,7,0,0,0
8,0,Jail Road,21.22949642980993,81.64127663441297,1062,23.8,Clear,0,1,2023-12-11 08:37:00,12,0,1,0
17,1,Pandri,21.25196198373547,81.62835460096035,766,17.7,Clear,0,1,2023-11-14 17:20:00,11,0,1,0
3,5,Jail Road,21.229383755499285,81.63911399813068,172,57.6,Clear,0,0,2023-07-29 03:08:00,7,1,0,0
17,0,Shankar Nagar,21.242321270486112,81.64379920419404,1074,12.9,Rainy,0,1,2023-05-01 17:08:00,5,0,1,2
23,5,Devendra Nagar,21.24631403097193,81.62201418080949,250,38.4,Rainy,0,0,2023-10-28 23:46:00,10,1,0,2
8,4,GE Road,21.252999199750867,81.64951459904175,1042,13.9,Clear,0,2,2023-07-28 08:02:00,7,0,1,0
17,5,Jail Road,21.23142572423768,81.64135925768385,714,10.5,Cloudy,0,2,2023-07-08 17:57:00,7,1,1,1
21,3,Mowa,21.27724200997816,81.6411796379196,221,17.3,Clear,0,1,2023-02-16 21:13:00,2,0,0,0
2,6,GE Road,21.252694587210247,81.65012074053087,536,24.3,Clear,0,1,2023-04-16 02:53:00,4,1,0,0
19,4,Fafadih,21.23305819681207,81.66143465476661,869,7.9,Clear,0,2,2023-03-17 19:00:00,3,0,1,0
21,6,Telibandha,21.241455329791577,81.64891685722232,158,20.9,Clear,0,1,2023-02-26 21:55:00,2,1,0,0
0,3,GE Road,21.252294194762342,81.64849561469514,471,12.2,Rainy,0,1,2023-06-15 00:11:00,6,0,0,2
15,3,Ring Road No 1,21.262964637593548,81.65339755370398,570,38.1,Clear,0,0,2023-02-02 15:28:00,2,0,0,0
23,0,GE Road,21.252850832697977,81.650527019272,733,20.0,Rainy,1,1,2023-01-23 23:50:00,1,0,0,2
13,1,Mowa,21.28151095761431,81.64234200768327,310,37.1,Cloudy,0,0,2023-07-25 13:43:00,7,0,0,1
19,2,Shankar Nagar,21.24486390594259,81.64147946648681,480,17.5,Clear,0,1,2023-06-14 19:09:00,6,0,1,0
16,3,Devendra Nagar,21.246248332704976,81.62313971389126,664,37.7,Clear,0,0,2023-11-02 16:18:00,11,0,0,0
20,5,Shankar Nagar,21.243693991929987,81.64329031405087,534,47.4,Clear,0,0,2023-12-02 20:56:00,12,1,0,0
10,0,Tikrapara,21.258463558633533,81.62288477455138,664,23.1,Rainy,0,0,2023-07-31 10:52:00,7,0,0,2
8,3,Fafadih,21.231087965237,81.65877162277442,640,14.5,Clear,0,2,2023-12-07 08:23:00,12,0,1,0
23,6,Devendra Nagar,21.247916221747,81.62498332538793,406,51.5,Clear,0,0,2023-02-19 23:47:00,2,1,0,0
10,6,Katora Talab,21.237948239634104,81.63575669101853,227,20.1,Foggy,0,0,2023-10-15 10:42:00,10,1,0,3
9,4,Devendra Nagar,21.245575506454305,81.62160549125703,934,16.6,Clear,0,1,2023-01-27 09:38:00,1,0,1,0
11,5,Tikrapara,21.260251609116388,81.61734567657697,538,22.1,Rainy,0,0,2023-02-25 11:54:00,2,1,0,2
19,6,Devendra Nagar,21.24755023946684,81.623105885237,970,14.1,Foggy,0,1,2023-10-15 19:39:00,10,1,1,3
22,5,Telibandha,21.23724900560641,81.64945722831669,361,56.5,Clear,0,0,2023-05-20 22:48:00,5,1,0,0
21,1,Telibandha,21.239725862908557,81.64897255089438,271,15.0,Rainy,1,1,2023-10-17 21:25:00,10,0,0,2
6,4,Ring Road No 1,21.26175555920887,81.65168737442299,629,35.4,Clear,0,0,2023-09-29 06:24:00,9,0,0,0
19,2,Fafadih,21.233589933142216,81.66018611364925,455,20.1,Clear,0,1,2023-10-18 19:05:00,10,0,1,0
13,1,Mowa,21.277957923388765,81.64276409987473,652,33.6,Clear,0,0,2023-12-05 13:31:00,12,0,0,0
3,2,Fafadih,21.23020383131701,81.65838507245124,698,38.7,Clear,0,0,2023-08-09 03:18:00,8,0,0,0
0,6,GE Road,21.249763111557492,81.64847310569657,355,40.3,Rainy,0,0,2023-01-29 00:13:00,1,1,0,2
3,5,Amanaka,21.2706218151312,81.6379507124339,496,48.6,Clear,0,0,2023-06-17 03:00:00,6,1,0,0
16,4,Ring Road No 1,21.265115319246405,81.65088012294008,562,10.9,Foggy,1,1,2023-04-28 16:35:00,4,0,0,3
2,3,Pandri,21.251361967584195,81.62759494127071,520,40.9,Clear,0,0,2023-08-24 02:55:00,8,0,0,0
3,0,Devendra Nagar,21.245562973728013,81.62282268272216,221,58.5,Clear,0,0,2023-05-29 03:25:00,5,0,0,0
11,2,Mowa,21.27954543712068,81.6406455381129,647,53.0,Clear,0,0,2023-12-20 11:05:00,12,0,0,0
12,4,Katora Talab,21.237738693028483,81.637565477826,517,48.6,Clear,0,0,2023-02-10 12:55:00,2,0,0,0
20,1,Shankar Nagar,21.243282479703087,81.6429034234442,743,37.9,Cloudy,0,0,2023-09-19 20:07:00,9,0,0,1
4,0,Ring Road No 1,21.264780287983424,81.65039755905623,305,21.6,Clear,0,1,2023-11-27 04:15:00,11,0,0,0
5,2,Jail Road,21.23024818496362,81.64012518480156,705,35.9,Clear,0,0,2023-02-08 05:49:00,2,0,0,0
20,1,Jail Road,21.229995352197097,81.63855398043229,530,37.7,Rainy,0,0,2023-10-17 20:40:00,10,0,0,2
14,1,Shankar Nagar,21.24354902034852,81.64309599658249,510,50.8,Clear,0,0,2023-08-29 14:40:00,8,0,0,0
14,3,Shankar Nagar,21.24640228721559,81.64401854165217,238,10.5,Foggy,0,1,2023-06-08 14:28:00,6,0,0,3
19,5,Shankar Nagar,21.247806364915025,81.64056530487423,746,11.3,Rainy,0,1,2023-11-11 19:32:00,11,1,1,2
20,4,Mowa,21.28064464127344,81.64266668401149,529,42.2,Clear,0,0,2023-10-20 20:12:00,10,0,0,0
10,2,Mowa,21.28327960586644,81.64068340342929,286,37.7,Clear,0,0,2023-02-22 10:45:00,2,0,0,0
16,6,Mowa,21.27722055631564,81.64110121470912,253,31.4,Cloudy,0,0,2023-08-13 16:33:00,8,1,0,1
19,3,Fafadih,21.22885220855138,81.66014848995663,975,4.8,Rainy,0,2,2023-12-14 19:03:00,12,0,1,2
19,6,Ring Road No 1,21.26188173467689,81.65150078757296,444,16.7,Clear,0,1,2023-12-03 19:55:00,12,1,1,0
21,6,Jail Road,21.230483511951554,81.64385234167844,232,41.8,Cloudy,0,0,2023-12-24 21:25:00,12,1,0,1
10,6,Devendra Nagar,21.24750084767637,81.62224619268868,230,27.1,Foggy,0,0,2023-11-26 10:52:00,11,1,0,3
2,2,Jail Road,21.228003170657303,81.64108383834302,633,37.9,Clear,0,0,2023-09-27 02:41:00,9,0,0,0
15,5,Tikrapara,21.25745953358596,81.62236291753172,301,60.0,Clear,0,0,2023-06-24 15:12:00,6,1,0,0
17,6,Shankar Nagar,21.245858880241443,81.64116164869579,930,8.2,Rainy,0,2,2023-09-17 17:53:00,9,1,1,2
5,0,Devendra Nagar,21.24217373094182,81.62610774474834,369,47.5,Clear,0,0,2023-03-20 05:11:00,3,0,0,0
14,1,Ring Road No 1,21.26317092030949,81.65367563262394,491,34.2,Rainy,0,0,2023-05-02 14:39:00,5,0,0,2
15,3,Tikrapara,21.25691114468241,81.6175012499541,398,31.6,Cloudy,0,0,2023-06-08 15:57:00,6,0,0,1
12,3,Mowa,21.27891048739944,81.64239396118754,740,33.8,Clear,0,0,2023-05-25 12:32:00,5,0,0,0
8,6,GE Road,21.25029986905704,81.6501456998647,871,16.1,Clear,0,1,2023-03-12 08:03:00,3,1,1,0
2,4,Shankar Nagar,21.241364759141234,81.64181524102996,364,27.3,Cloudy,0,1,2023-05-26 02:48:00,5,0,0,1
7,3,Devendra Nagar,21.245840591263423,81.62442887766812,1189,23.6,Clear,0,1,2023-02-16 07:52:00,2,0,1,0
12,0,Fafadih,21.234523229756174,81.65895071581632,583,25.1,Clear,0,1,2023-05-01 12:05:00,5,0,0,0
10,2,Ring Road No 1,21.260331771658528,81.6537553536438,349,21.2,Clear,0,1,2023-11-29 10:50:00,11,0,0,0
22,0,Ring Road No 1,21.26406462802396,81.64970302692689,659,42.7,Cloudy,1,0,2023-03-13 22:30:00,3,0,0,1
17,5,Tikrapara,21.263202303951047,81.61893134926859,932,20.5,Clear,0,1,2023-03-18 17:46:00,3,1,1,0
20,3,Tikrapara,21.26245859436813,81.61883503696282,668,10.7,Foggy,0,1,2023-08-03 20:50:00,8,0,0,3
20,0,Katora Talab,21.24082149584976,81.63801068168489,788,25.9,Clear,0,1,2023-01-09 20:32:00,1,0,0,0
7,4,GE Road,21.25070207170304,81.6508431419019,1126,18.4,Clear,0,1,2023-06-30 07:36:00,6,0,1,0
16,4,Katora Talab,21.23799075189917,81.63723726311507,719,39.9,Clear,0,0,2023-10-06 16:50:00,10,0,0,0
11,1,Jail Road,21.22787015307884,81.64147210292,216,31.1,Clear,0,0,2023-07-18 11:16:00,7,0,0,0
3,5,Jail Road,21.2319168489737,81.63658252102715,556,48.1,Clear,1,0,2023-11-18 03:49:00,11,1,0,0
20,4,Katora Talab,21.234333482974662,81.63042153564449,675,59.1,Clear,0,0,2023-06-23 20:11:00,6,0,0,0
22,3,Telibandha,21.23836118633111,81.6515350845116,668,16.7,Clear,0,1,2023-02-02 22:49:00,2,0,0,0
9,6,Pandri,21.254404714104197,81.62974818956084,764,15.9,Clear,0,1,2023-06-11 09:32:00,6,1,1,0
11,5,Tikrapara,21.263357231091145,81.61593979708357,173,54.0,Clear,0,0,2023-05-27 11:55:00,5,1,0,0
12,5,Fafadih,21.22969323512129,81.6610889046022,454,55.3,Clear,0,0,2023-08-12 12:47:00,8,1,0,0
15,3,Mowa,21.27966813089788,81.64223461050382,731,27.0,Clear,0,1,2023-12-21 15:23:00,12,0,0,0
